from_iata,to_iata,km,hours,airlines
DXB,PVG,6448,9.06,1
DXB,RIY,1333,2.67,1
DXB,RUH,873,2.09,4
DXB,SAH,1589,2.99,3
DXB,SGN,5619,8.02,1
DXB,SIN,5847,8.31,5
DXB,SKT,2015,3.52,2
DXB,SLL,923,2.15,2
DXB,SVX,3529,5.41,1
DXB,SYZ,550,1.69,1
DXB,TAS,2194,3.74,1
DXB,TBS,2061,3.58,1
DXB,TBZ,1670,3.09,1
DXB,TIF,1569,2.96,1
DXB,TPE,6555,9.19,1
DXB,TRV,2947,4.68,3
DXB,TUU,1890,3.36,1
DXB,XSB,301,1.38,1
DXB,YNB,1751,3.19,1
DXB,ZAH,721,1.9,1
DXB,ZBR,505,1.63,1
DXB,ZYL,3664,5.58,1
DYG,CAN,696,1.87,1
DYG,CKG,374,1.47,2
DYG,CSX,289,1.36,2
DYG,CZX,947,2.18,1
DYG,NKG,859,2.07,2
DYG,PEK,1343,2.68,3
DYG,PVG,1116,2.4,3
DYG,SZX,794,1.99,1
DYG,TPE,1157,2.45,2
DYG,TSN,1282,2.6,1
DYG,TYN,982,2.23,1
DYG,XIY,615,1.77,2
DYR,KHV,3074,4.84,1
DYU,ALA,872,2.09,3
DYU,CEK,1942,3.43,2
DYU,DEL,1347,2.68,1
DYU,DXB,1944,3.43,2
DYU,FRU,692,1.86,2
DYU,IKA,1605,3.01,2
DYU,IKT,3124,4.9,2
DYU,KJA,2623,4.28,3
DYU,MHD,851,2.06,1
DYU,OMS,1857,3.32,1
DYU,OVB,2104,3.63,2
DYU,REN,1802,3.25,1
DYU,SGC,2555,4.19,1
DYU,SHJ,1928,3.41,1
DYU,SVX,2108,3.63,3
DYU,UFA,2030,3.54,1
DYU,URC,1665,3.08,3
DZN,ALA,871,2.09,1
DZN,TSE,457,1.57,1
EAM,DMM,1130,2.41,1
EAM,JED,713,1.89,1
EAM,RUH,850,2.06,1
EBL,AMM,889,2.11,3
EBL,AUH,1663,3.08,1
EBL,BEY,817,2.02,2
EBL,DXB,1634,3.04,2
EBL,IKA,654,1.82,1
EBL,SHJ,1637,3.05,1
EBL,TBS,610,1.76,1
EJH,JED,572,1.71,1
ELQ,DMM,600,1.75,1
ELQ,DXB,1166,2.46,1
ELQ,JED,696,1.87,1
ELQ,MED,453,1.57,1
ELQ,RUH,329,1.41,1
ELQ,SHJ,1180,2.48,1
ENE,KOE,265,1.33,2
ENE,LBJ,199,1.25,2
ENH,WUH,455,1.57,4
ENY,CKG,815,2.02,1
ENY,NAY,692,1.86,2
ENY,PEK,722,1.9,1
ENY,XIY,254,1.32,1
ETH,HFA,361,1.45,1
ETH,SDV,284,1.35,2
ETH,TLV,273,1.34,2
EVN,BEY,1058,2.32,1
EVN,CEK,2104,3.63,1
EVN,DXB,1945,3.43,1
EVN,IKA,793,1.99,1
EVN,KJA,3885,5.86,1
EVN,OMS,2692,4.37,1
EVN,OVB,3254,5.07,1
EVN,SCO,690,1.86,1
EVN,SHJ,1945,3.43,1
EVN,SVX,2194,3.74,2
EVN,TJM,2419,4.02,1
EYK,NYA,184,1.23,1
EYK,OVS,307,1.38,1
EYK,SVX,837,2.05,1
FEG,OVB,1818,3.27,1
FEG,TAS,230,1.29,1
FJR,AZI,203,1.25,1
FKQ,KNG,178,1.22,1
FKQ,MKW,300,1.38,1
FKQ,SOQ,250,1.31,1
FKS,CTS,626,1.78,2
FKS,ITM,525,1.66,2
FNJ,KUL,4725,6.91,1
FNJ,PEK,783,1.98,2
FNJ,SHE,326,1.41,1
FNJ,VVO,713,1.89,1
FOC,BKK,2397,4.0,2
FOC,CAN,702,1.88,3
FOC,CGK,3832,5.79,2
FOC,CGO,1106,2.38,4
FOC,CGQ,2080,3.6,1
FOC,CJU,1069,2.34,1
FOC,CKG,1347,2.68,3
FOC,CSX,685,1.86,6
FOC,CTU,1622,3.03,4
FOC,CZX,666,1.83,2
FOC,DLC,1459,2.82,1
FOC,HAK,1154,2.44,5
FOC,HFE,689,1.86,3
FOC,HGH,483,1.6,2
FOC,HIA,875,2.09,1
FOC,HKG,709,1.89,4
FOC,HRB,2266,3.83,2
FOC,JDZ,451,1.56,2
FOC,KHH,380,1.48,3
FOC,KIX,1767,3.21,2
FOC,KMG,1681,3.1,3
FOC,KUL,3213,5.02,3
FOC,KWE,1284,2.6,3
FOC,KWL,968,2.21,4
FOC,LYG,963,2.2,1
FOC,MFM,746,1.93,2
FOC,NKG,650,1.81,8
FOC,NNG,1222,2.53,4
FOC,PEK,1599,3.0,5
FOC,PVG,616,1.77,2
FOC,RMQ,209,1.26,1
FOC,SGN,2167,3.71,1
FOC,SHA,608,1.76,4
FOC,SIN,3207,5.01,2
FOC,SYX,1354,2.69,3
FOC,SZX,697,1.87,4
FOC,TAO,1151,2.44,3
FOC,TNA,1236,2.54,5
FOC,TPE,184,1.23,2
FOC,TSA,213,1.27,3
FOC,TSN,1482,2.85,1
FOC,TYN,1471,2.84,1
FOC,WUH,758,1.95,3
FOC,WUX,623,1.78,2
FOC,XIY,1411,2.76,5
FOC,XUZ,926,2.16,1
FOC,ZUH,774,1.97,4
FRU,ALA,210,1.26,2
FRU,CEK,1650,3.06,1
FRU,DXB,2635,4.29,1
FRU,DYU,692,1.86,2
FRU,IKT,2440,4.05,1
FRU,KJA,1940,3.42,2
FRU,OSS,306,1.38,3
FRU,OVB,1454,2.82,4
FRU,SGC,2034,3.54,2
FRU,SVX,1802,3.25,4
FRU,TAS,473,1.59,2
FRU,TSE,914,2.14,1
FRU,ULN,2554,4.19,1
FRU,URC,1052,2.31,3
FUG,CAN,1082,2.35,1
FUG,DLC,854,2.07,1
FUG,HGH,534,1.67,1
FUG,PEK,804,2.0,2
FUG,SHA,560,1.7,2
FUG,TSN,709,1.89,1
FUG,WNZ,739,1.92,1
FUG,XIY,669,1.84,1
FUG,XMN,956,2.2,1
FUJ,FUK,182,1.23,2
FUJ,NGS,105,1.13,2
FUK,BKK,3725,5.66,2
FUK,CAN,2019,3.52,1
FUK,CJU,367,1.46,2
FUK,CTS,1415,2.77,3
FUK,DLC,997,2.25,2
FUK,FUJ,182,1.23,2
FUK,HAN,2783,4.48,2
FUK,HKG,2047,3.56,3
FUK,HNA,1154,2.44,1
FUK,HND,881,2.1,4
FUK,IBR,953,2.19,1
FUK,ICN,563,1.7,7
FUK,ISG,1186,2.48,1
FUK,ITM,478,1.6,3
FUK,KIJ,920,2.15,2
FUK,KIX,452,1.56,3
FUK,KMI,212,1.27,2
FUK,KMQ,626,1.78,2
FUK,MFM,2084,3.6,1
FUK,MMJ,739,1.92,1
FUK,MNL,2324,3.9,1
FUK,NGO,601,1.75,3
FUK,NRT,940,2.17,4
FUK,OKA,865,2.08,3
FUK,PUS,225,1.28,3
FUK,PVG,856,2.07,3
FUK,SDJ,1070,2.34,4
FUK,SGN,3504,5.38,2
FUK,SHE,1085,2.36,1
FUK,SIN,4521,6.65,2
FUK,TAO,965,2.21,2
FUK,TPE,1300,2.62,5
FUK,TSJ,129,1.16,1
FUO,NAY,1883,3.35,2
GAJ,HND,322,1.4,1
GAJ,ITM,597,1.75,1
GAJ,NKM,466,1.58,1
GAU,AJL,273,1.34,2
GAU,BKK,1680,3.1,1
GAU,BLR,2039,3.55,1
GAU,BOM,2071,3.59,1
GAU,CCU,498,1.62,6
GAU,DEL,1456,2.82,6
GAU,DIB,373,1.47,2
GAU,IMF,276,1.34,4
GAU,IXA,249,1.31,2
GAU,IXB,331,1.41,2
GAU,IXS,193,1.24,3
GAU,PBH,259,1.32,1
GBT,MED,1960,3.45,1
GBT,MHD,474,1.59,1
GBT,THR,308,1.39,2
GBT,ZAH,1024,2.28,2
GDX,IKT,2929,4.66,1
GDX,KHV,1611,3.01,3
GDX,YKS,1150,2.44,1
GES,CEB,488,1.61,1
GES,ILO,603,1.75,1
GES,MNL,1040,2.3,3
GIU,CMB,127,1.16,1
GIU,TRR,82,1.1,1
GIZ,DMM,1298,2.62,1
GIZ,JED,642,1.8,2
GIZ,MED,902,2.13,1
GIZ,RUH,992,2.24,2
GMP,CJU,451,1.56,6
GMP,HIN,298,1.37,1
GMP,HND,1180,2.48,4
GMP,KIX,836,2.04,5
GMP,KPO,292,1.36,2
GMP,KWJ,271,1.34,2
GMP,NGO,947,2.18,1
GMP,PEK,927,2.16,4
GMP,PUS,327,1.41,2
GMP,RSU,311,1.39,2
GMP,SHA,866,2.08,4
GMP,TSA,1474,2.84,4
GMP,USN,316,1.4,2
GOI,AMD,865,2.08,1
GOI,BLR,483,1.6,6
GOI,BOM,425,1.53,6
GOI,DEL,1504,2.88,3
GOI,DXB,2213,3.77,1
GOI,KWI,3063,4.83,1
GOI,MAA,733,1.92,4
GOI,PNQ,356,1.45,2
GOI,SHJ,2203,3.75,1
GOP,DEL,657,1.82,2
GOQ,XIY,1283,2.6,1
GOQ,XNN,649,1.81,1
GTO,MDC,252,1.31,1
GTO,UPG,732,1.92,3
GUW,ALA,2009,3.51,2
GUW,SCO,367,1.46,2
GUW,TSE,1490,2.86,2
GUW,URA,448,1.56,1
GWD,KHI,488,1.61,1
GWD,MCT,448,1.56,1
GWD,TUK,109,1.14,1
GWL,BOM,971,2.21,1
GXF,ADE,534,1.67,1
GXF,AUH,1122,2.4,1
GXF,JED,1196,2.5,1
GXF,SAH,492,1.61,2
GXH,LXA,1263,2.58,1
GXH,XIY,560,1.7,1
GYD,ALA,2247,3.81,1
GYD,ASB,767,1.96,2
GYD,DXB,1762,3.2,2
GYD,IKA,570,1.71,2
GYD,KBL,1809,3.26,1
GYD,KJA,3515,5.39,1
GYD,KVD,316,1.4,1
GYD,OMS,2352,3.94,1
GYD,OVB,2885,4.61,2
GYD,PEK,5503,7.88,1
GYD,SCO,387,1.48,2
GYD,SVX,1970,3.46,2
GYD,TAS,1617,3.02,1
GYD,TBS,447,1.56,2
GYD,TBZ,418,1.52,1
GYD,TLV,1649,3.06,1
GYD,TSE,2023,3.53,1
GYD,UFA,1625,3.03,1
GYD,URC,3081,4.85,1
GYS,CAN,1248,2.56,2
GYS,HGH,1419,2.77,2
GYS,PEK,1296,2.62,2
GYS,SZX,1346,2.68,2
HAC,HND,271,1.34,1
HAK,AQG,1356,2.7,1
HAK,BHY,216,1.27,1
HAK,CAN,484,1.6,5
HAK,CGD,1006,2.26,1
HAK,CGO,1656,3.07,5
HAK,CIH,1832,3.29,1
HAK,CKG,1154,2.44,5
HAK,CSX,960,2.2,4
HAK,CTU,1352,2.69,5
HAK,FOC,1154,2.44,5
HAK,HFE,1483,2.85,1
HAK,HGH,1521,2.9,7
HAK,HKG,445,1.56,4
HAK,KHN,1135,2.42,3
HAK,KMG,963,2.2,4
HAK,KWE,824,2.03,3
HAK,KWL,589,1.74,3
HAK,LZO,1116,2.4,1
HAK,NGB,1561,2.95,2
HAK,NKG,1558,2.95,5
HAK,NNG,380,1.48,4
HAK,PEK,2315,3.89,5
HAK,PVG,1686,3.11,5
HAK,SHA,1659,3.07,1
HAK,SIN,2183,3.73,3
HAK,SWA,742,1.93,1
HAK,SZX,459,1.57,4
HAK,TPE,1245,2.56,2
HAK,TSN,2234,3.79,2
HAK,TXN,1343,2.68,1
HAK,TYN,1992,3.49,1
HAK,WNZ,1378,2.72,1
HAK,WUH,1264,2.58,3
HAK,XIY,1622,3.03,1
HAK,XMN,941,2.18,3
HAK,ZHA,143,1.18,1
HAK,ZUH,380,1.48,3
HAK,ZYI,921,2.15,1
HAN,BKK,995,2.24,4
HAN,BMV,982,2.23,2
HAN,CAN,808,2.01,2
HAN,CTU,1057,2.32,1
HAN,CXR,1088,2.36,2
HAN,DAD,628,1.79,3
HAN,DIN,291,1.36,1
HAN,DLI,1088,2.36,2
HAN,DMK,982,2.23,1
HAN,FUK,2783,4.48,2
HAN,HKG,846,2.06,4
HAN,HND,3661,5.58,1
HAN,HUI,572,1.71,2
HAN,ICN,2684,4.36,3
HAN,KHH,1507,2.88,2
HAN,KIX,3229,5.04,2
HAN,KUL,2102,3.63,3
HAN,LPQ,407,1.51,2
HAN,MFM,811,2.01,1
HAN,MNL,1773,3.22,1
HAN,NGO,3380,5.22,2
HAN,NNG,289,1.36,1
HAN,NRT,3720,5.65,3
HAN,PEK,2332,3.92,2
HAN,PNH,1081,2.35,2
HAN,PQC,1244,2.55,1
HAN,PUS,2736,4.42,2
HAN,PVG,1937,3.42,2
HAN,PXU,836,2.04,1
HAN,REP,894,2.12,3
HAN,RGN,1124,2.41,1
HAN,RMQ,1556,2.95,1
HAN,SGN,1160,2.45,3
HAN,SIN,2218,3.77,4
HAN,TBB,983,2.23,1
HAN,TPE,1633,3.04,3
HAN,UIH,878,2.1,1
HAN,VCA,1238,2.55,1
HAN,VCL,716,1.9,1
HAN,VDH,420,1.52,1
HAN,VII,277,1.35,1
HAN,VTE,495,1.62,2
HAS,DMM,811,2.01,1
HAS,DXB,1384,2.73,1
HAS,JED,689,1.86,1
HAS,RUH,571,1.71,1
HAS,SHJ,1397,2.75,1
HBX,BLR,371,1.46,1
HBX,BOM,477,1.6,1
HDG,CAN,1464,2.83,1
HDG,CKG,1047,2.31,1
HDG,CTU,1174,2.47,1
HDG,DLC,681,1.85,1
HDG,PVG,907,2.13,1
HDG,SHA,870,2.09,1
HDM,MHD,1014,2.27,1
HDY,BKK,751,1.94,1
HDY,CNX,1325,2.66,1
HDY,DMK,776,1.97,2
HDY,KUL,488,1.61,1
HDY,SIN,738,1.92,1
HEA,DEL,1543,2.93,1
HEA,KBL,642,1.8,3
HEA,MHD,325,1.41,1
HEH,MDL,136,1.17,3
HEH,RGN,433,1.54,3
HEH,THL,328,1.41,1
HEK,HRB,512,1.64,2
HEK,OHE,455,1.57,1
HET,CAN,1946,3.43,4
HET,CGO,726,1.91,3
HET,CGQ,1189,2.49,1
HET,CIF,609,1.76,3
HET,CKG,1324,2.66,1
HET,CSX,1414,2.77,3
HET,CTU,1344,2.68,3
HET,DLC,854,2.07,1
HET,DSN,225,1.28,1
HET,HGH,1413,2.77,4
HET,HLD,1120,2.4,5
HET,HLH,1012,2.26,2
HET,HRB,1281,2.6,2
HET,KHN,1383,2.73,1
HET,NAY,405,1.51,2
HET,NKG,1192,2.49,3
HET,NZH,1060,2.33,1
HET,PEK,412,1.52,4
HET,PVG,1402,2.75,2
HET,RLK,343,1.43,1
HET,SHA,1371,2.71,2
HET,SHE,978,2.22,3
HET,SJW,377,1.47,2
HET,TAO,901,2.13,1
HET,TGO,905,2.13,3
HET,TNA,644,1.81,4
HET,TPE,1958,3.45,2
HET,TSN,508,1.64,6
HET,TYN,352,1.44,2
HET,URC,2021,3.53,1
HET,WUA,442,1.55,2
HET,WUH,1140,2.42,3
HET,XIL,481,1.6,3
HET,XIY,762,1.95,3
HFA,ETH,361,1.45,1
HFA,SDV,81,1.1,1
HFE,CAN,1012,2.26,5
HFE,CGO,443,1.55,1
HFE,CGQ,1543,2.93,1
HFE,CKG,1043,2.3,2
HFE,CSX,560,1.7,3
HFE,CTU,1276,2.59,4
HFE,DLC,886,2.11,3
HFE,FOC,689,1.86,3
HFE,HAK,1483,2.85,1
HFE,HKG,1105,2.38,1
HFE,HRB,1722,3.15,2
HFE,ICN,1049,2.31,2
HFE,KHH,1067,2.33,1
HFE,KMG,1587,2.98,4
HFE,KWE,1173,2.47,2
HFE,KWL,1017,2.27,1
HFE,LHW,1363,2.7,1
HFE,LJG,1747,3.18,1
HFE,MFM,1132,2.42,2
HFE,NNG,1361,2.7,1
HFE,PEK,925,2.16,3
HFE,PVG,433,1.54,2
HFE,SHE,1226,2.53,1
HFE,SWA,918,2.15,1
HFE,SYX,1695,3.12,1
HFE,SZX,1073,2.34,4
HFE,TAO,574,1.72,4
HFE,TPE,839,2.05,2
HFE,TSA,854,2.07,1
HFE,TXN,245,1.31,1
HFE,TYN,789,1.99,3
HFE,XIY,849,2.06,4
HFE,XMN,809,2.01,7
HFE,YNT,728,1.91,1
HFE,ZUH,1154,2.44,1
HGH,BHY,1473,2.84,2
HGH,BKI,2740,4.42,1
HGH,CAN,1038,2.3,10
HGH,CGO,781,1.98,10
HGH,CGQ,1599,3.0,3
HGH,CJJ,974,2.22,2
HGH,CKG,1329,2.66,6
HGH,CNX,2512,4.14,1
HGH,CSX,736,1.92,5
HGH,CTU,1580,2.98,9
HGH,DAD,2010,3.51,1
HGH,DLC,977,2.22,10
HGH,DMK,2724,4.4,1
HGH,DNH,2565,4.21,1
HGH,DSN,1409,2.76,1
HGH,FOC,483,1.6,2
HGH,FUG,534,1.67,1
HGH,GYS,1419,2.77,2
HGH,HAK,1521,2.9,7
HGH,HET,1413,2.77,4
HGH,HKG,1094,2.37,7
HGH,HKT,3368,5.21,1
HGH,HRB,1785,3.23,3
HGH,ICN,978,2.22,2
HGH,JHG,2164,3.71,1
HGH,JJN,631,1.79,4
HGH,JNZ,1210,2.51,1
HGH,KHH,851,2.06,2
HGH,KIX,1466,2.83,2
HGH,KMG,1813,3.27,8
HGH,KOW,738,1.92,1
HGH,KUL,3637,5.55,1
HGH,KWE,1394,2.74,6
HGH,KWL,1164,2.46,8
HGH,LHW,1707,3.13,4
HGH,LJG,2010,3.51,5
HGH,LYG,505,1.63,1
HGH,LYI,568,1.71,1
HGH,LZO,1462,2.83,1
HGH,MFM,1128,2.41,4
HGH,NNG,1485,2.86,4
HGH,NNY,801,2.0,1
HGH,NRT,1956,3.44,2
HGH,PEK,1150,2.44,8
HGH,PUS,967,2.21,2
HGH,RMQ,664,1.83,2
HGH,SHE,1298,2.62,7
HGH,SIN,3650,5.56,1
HGH,SJW,1038,2.3,7
HGH,SWA,838,2.05,2
HGH,SYX,1732,3.17,8
HGH,SZX,1071,2.34,7
HGH,TAO,671,1.84,9
HGH,TGO,1490,2.86,1
HGH,TNA,795,1.99,4
HGH,TPE,578,1.72,3
HGH,TSA,584,1.73,1
HGH,TSN,1028,2.29,5
HGH,TYN,1102,2.38,5
HGH,URC,3266,5.08,1
HGH,WEF,724,1.91,1
HGH,WUH,600,1.75,5
HGH,XFN,803,2.0,1
HGH,XIY,1193,2.49,7
HGH,XMN,672,1.84,5
HGH,YCU,1034,2.29,2
HGH,YIH,859,2.07,1
HGH,YNT,802,2.0,2
HGH,ZUH,1154,2.44,1
HGN,CNX,120,1.15,1
HIA,CAN,1288,2.61,1
HIA,CKG,1263,2.58,1
HIA,DLC,615,1.77,1
HIA,FOC,875,2.09,1
HIA,HKG,1375,2.72,1
HIA,HRB,1449,2.81,1
HIA,PEK,735,1.92,1
HIA,SHA,355,1.44,1
HIA,SZX,1344,2.68,1
HIA,TSN,614,1.77,1
HIA,WNZ,674,1.84,1
HIA,XIY,957,2.2,1
HIJ,CTS,1199,2.5,2
HIJ,DLC,1132,2.42,2
HIJ,HND,637,1.8,2
HIJ,ICN,673,1.84,3
HIJ,NRT,695,1.87,2
HIJ,OKA,1046,2.31,1
HIJ,PVG,1101,2.38,2
HIJ,SDJ,826,2.03,2
HIJ,TPE,1533,2.92,1
HIN,CJU,228,1.28,2
HIN,GMP,298,1.37,1
HJJ,CAN,577,1.72,1
HJJ,CSX,356,1.45,2
HJR,VNS,304,1.38,1
HKD,CTS,133,1.17,1
HKD,HND,697,1.87,3
HKD,ITM,907,2.13,1
HKD,KIX,951,2.19,1
HKD,NGO,844,2.05,1
HKD,TPE,2586,4.23,3
HKG,ALA,4113,6.14,1
HKG,AUH,6007,8.51,3
HKG,BKI,1835,3.29,5
HKG,BKK,1689,3.11,12
HKG,BLR,3955,5.94,2
HKG,BOM,4272,6.34,3
HKG,BWN,1934,3.42,2
HKG,CAN,136,1.17,3
HKG,CCU,2614,4.27,2
HKG,CEB,1711,3.14,3
HKG,CGK,3259,5.07,4
HKG,CGO,1358,2.7,3
HKG,CJU,1752,3.19,2
HKG,CKG,1098,2.37,5
HKG,CNX,1605,3.01,4
HKG,CRK,1056,2.32,3
HKG,CSX,658,1.82,2
HKG,CTS,3429,5.29,2
HKG,CTU,1352,2.69,6
HKG,DAC,2409,4.01,3
HKG,DAD,919,2.15,2
HKG,DEL,3746,5.68,5
HKG,DLC,1989,3.49,2
HKG,DMK,1686,3.11,1
HKG,DPS,3456,5.32,5
HKG,DXB,5920,8.4,2
HKG,FOC,709,1.89,4
HKG,FUK,2047,3.56,3
HKG,HAK,445,1.56,4
HKG,HAN,846,2.06,4
HKG,HFE,1105,2.38,1
HKG,HGH,1094,2.37,7
HKG,HIA,1375,2.72,1
HKG,HKT,2297,3.87,5
HKG,HND,2903,4.63,4
HKG,ICN,2070,3.59,10
HKG,ILO,1569,2.96,1
HKG,JJN,551,1.69,2
HKG,KHH,662,1.83,3
HKG,KHN,756,1.94,1
HKG,KHV,3469,5.34,2
HKG,KIX,2476,4.1,6
HKG,KMG,1160,2.45,4
HKG,KOJ,1967,3.46,1
HKG,KTM,2932,4.67,1
HKG,KUL,2543,4.18,3
HKG,KWE,860,2.08,1
HKG,KWL,510,1.64,3
HKG,LJG,1465,2.83,1
HKG,LYG,1447,2.81,1
HKG,MAA,3713,5.64,1
HKG,MNL,1146,2.43,4
HKG,MXZ,321,1.4,1
HKG,NGB,1125,2.41,4
HKG,NGO,2625,4.28,3
HKG,NKG,1157,2.45,6
HKG,NNG,591,1.74,1
HKG,NRT,2962,4.7,5
HKG,OKA,1457,2.82,3
HKG,OVB,4464,6.58,1
HKG,PEK,1992,3.49,6
HKG,PEN,2393,3.99,3
HKG,PNH,1536,2.92,1
HKG,PUS,2043,3.55,4
HKG,PVG,1256,2.57,7
HKG,REP,1456,2.82,1
HKG,RGN,1955,3.44,1
HKG,RMQ,719,1.9,3
HKG,RUH,6782,9.48,1
HKG,SGN,1493,2.87,4
HKG,SHA,1232,2.54,5
HKG,SHE,2328,3.91,1
HKG,SIN,2566,4.21,8
HKG,SUB,3304,5.13,1
HKG,SWA,299,1.37,1
HKG,SYX,647,1.81,3
HKG,TAO,1672,3.09,2
HKG,TLV,7726,10.66,1
HKG,TNA,1649,3.06,1
HKG,TNN,650,1.81,1
HKG,TPE,806,2.01,6
HKG,TSN,1898,3.37,3
HKG,TYN,1721,3.15,2
HKG,ULN,2910,4.64,2
HKG,USM,2048,3.56,2
HKG,VVO,2884,4.61,2
HKG,WNZ,936,2.17,3
HKG,WUH,943,2.18,4
HKG,WUS,727,1.91,1
HKG,WUX,1208,2.51,1
HKG,XIY,1440,2.8,3
HKG,XMN,496,1.62,5
HKG,XUZ,1354,2.69,1
HKG,YIH,949,2.19,1
HKG,YNT,1824,3.28,1
HKG,YNZ,1381,2.73,1
HKG,ZHA,387,1.48,1
HKT,AUH,4974,7.22,2
HKT,BKK,674,1.84,13
HKT,CAN,2332,3.92,1
HKT,CGK,1834,3.29,1
HKT,CKG,2555,4.19,2
HKT,CNX,1187,2.48,2
HKT,CTU,2566,4.21,1
HKT,DMK,692,1.86,4
HKT,DXB,4927,7.16,1
HKT,HGH,3368,5.21,1
HKT,HKG,2297,3.87,5
HKT,ICN,4320,6.4,4
HKT,KMG,1951,3.44,1
HKT,KUL,705,1.88,5
HKT,KWE,2236,3.79,1
HKT,MNL,2574,4.22,1
HKT,OVB,5397,7.75,1
HKT,PEK,3990,5.99,2
HKT,PEN,381,1.48,2
HKT,PVG,3534,5.42,4
HKT,SIN,980,2.23,6
HKT,SVX,6308,8.88,1
HKT,SZX,2313,3.89,1
HKT,USM,249,1.31,1
HKT,UTH,1139,2.42,1
HKT,UTP,587,1.73,1
HLD,CIF,778,1.97,1
HLD,COQ,398,1.5,1
HLD,HET,1120,2.4,5
HLD,HRB,626,1.78,1
HLD,HTA,556,1.69,1
HLD,JGD,334,1.42,1
HLD,NAY,1082,2.35,2
HLD,PEK,1046,2.31,5
HLD,TGO,654,1.82,1
HLH,HET,1012,2.26,2
HLH,NAY,846,2.06,2
HLH,PEK,809,2.01,2
HLH,SHE,520,1.65,1
HMA,LBD,2315,3.89,1
HMA,NJC,399,1.5,1
HMA,OMS,718,1.9,1
HMA,OVB,1038,2.3,1
HMA,SVX,673,1.84,1
HMA,TJM,478,1.6,1
HMA,URJ,254,1.32,1
HMI,CGO,1973,3.47,1
HMI,KRL,633,1.79,2
HMI,PEK,1928,3.41,2
HMI,PVG,2798,4.5,1
HMI,URC,514,1.64,3
HMI,XIY,1604,3.0,1
HNA,CTS,375,1.47,1
HNA,FUK,1154,2.44,1
HNA,ITM,722,1.9,1
HNA,NKM,595,1.74,1
HND,AKJ,931,2.16,3
HND,AOJ,582,1.73,1
HND,ASJ,1235,2.54,1
HND,AXT,453,1.57,2
HND,BKK,4589,6.74,4
HND,CGK,5784,8.23,2
HND,CTS,820,2.02,4
HND,DPS,5561,7.95,2
HND,DXB,7935,10.92,2
HND,FUK,881,2.1,4
HND,GAJ,322,1.4,1
HND,GMP,1180,2.48,4
HND,HAC,271,1.34,1
HND,HAN,3661,5.58,1
HND,HIJ,637,1.8,2
HND,HKD,697,1.87,3
HND,HKG,2903,4.63,4
HND,HSG,910,2.14,1
HND,ICN,1209,2.51,3
HND,ISG,1939,3.42,2
HND,ITM,404,1.5,2
HND,IWJ,733,1.92,1
HND,IZO,624,1.78,1
HND,KCZ,602,1.75,2
HND,KIX,432,1.54,3
HND,KKJ,821,2.03,3
HND,KMI,872,2.09,2
HND,KMJ,874,2.09,2
HND,KMQ,318,1.4,2
HND,KOJ,936,2.17,3
HND,KUH,915,2.14,3
HND,KUL,5350,7.69,1
HND,MBE,1021,2.28,1
HND,MMB,999,2.25,3
HND,MMY,1833,3.29,1
HND,MNL,2996,4.75,2
HND,MSJ,589,1.74,1
HND,MYJ,675,1.84,2
HND,NGO,281,1.35,1
HND,NGS,953,2.19,2
HND,NTQ,318,1.4,1
HND,OBO,852,2.06,3
HND,OIM,94,1.12,1
HND,OIT,772,1.96,2
HND,OKA,1554,2.94,3
HND,OKJ,546,1.68,2
HND,ONJ,518,1.65,1
HND,PEK,2092,3.62,4
HND,SGN,4324,6.41,1
HND,SHA,1777,3.22,5
HND,SHB,996,2.25,1
HND,SHM,455,1.57,1
HND,SIN,5300,7.62,4
HND,SYO,362,1.45,1
HND,TAK,546,1.68,2
HND,TKS,498,1.62,2
HND,TOY,263,1.33,1
HND,TSA,2097,3.62,4
HND,TTJ,508,1.64,1
HND,UBJ,797,2.0,2
HND,UKB,427,1.53,2
HND,WKJ,1109,2.39,1
HND,YGJ,592,1.74,2
HOD,AMM,2016,3.52,1
HOD,JED,869,2.09,1
HOD,SAH,156,1.2,2
HOF,JED,1127,2.41,1
HOF,RUH,283,1.35,1
HOF,SHJ,606,1.76,1
HPH,DAD,553,1.69,1
HPH,SGN,1112,2.39,3
HRB,CAN,2734,4.42,3
HRB,CGO,1621,3.03,7
HRB,CIF,698,1.87,1
HRB,CJU,1347,2.68,1
HRB,CSX,2252,3.81,1
HRB,CTU,2555,4.19,2
HRB,CZX,1622,3.03,3
HRB,DLC,835,2.04,3
HRB,DOY,1094,2.37,1
HRB,DSN,1502,2.88,1
HRB,FOC,2266,3.83,2
HRB,HEK,512,1.64,2
HRB,HET,1281,2.6,2
HRB,HFE,1722,3.15,2
HRB,HGH,1785,3.23,3
HRB,HIA,1449,2.81,1
HRB,HKG,2823,4.53,1
HRB,HLD,626,1.78,1
HRB,ICN,907,2.13,2
HRB,IKT,1750,3.19,1
HRB,JGD,551,1.69,2
HRB,JMU,351,1.44,1
HRB,JNG,1419,2.77,1
HRB,JXA,387,1.48,1
HRB,KHN,2072,3.59,3
HRB,KHV,749,1.94,2
HRB,KIJ,1363,2.7,1
HRB,KIX,1459,2.82,1
HRB,LDS,317,1.4,1
HRB,NAY,1034,2.29,2
HRB,NGB,1805,3.26,2
HRB,NKG,1670,3.09,3
HRB,NZH,799,2.0,1
HRB,OHE,856,2.07,1
HRB,OVB,3207,5.01,1
