from_iata,to_iata,km,hours,airlines
TIF,RUH,738,1.92,2
TIF,SHJ,1586,2.98,1
TLV,AMM,109,1.14,2
TLV,CAI,392,1.49,1
TLV,ETH,273,1.34,2
TLV,ISL,1134,2.42,1
TLV,SAW,1106,2.38,2
TUI,RUH,1080,2.35,1
TUU,AHB,1283,2.6,1
TUU,CAI,542,1.68,3
TUU,DMM,1317,2.65,1
TUU,DXB,1890,3.36,1
TUU,JED,786,1.98,1
TUU,MED,523,1.65,1
TUU,RUH,1070,2.34,1
TZX,ADA,592,1.74,1
TZX,ADB,1121,2.4,2
TZX,AYT,900,2.12,1
TZX,ESB,582,1.73,1
TZX,ISL,921,2.15,2
TZX,SAW,880,2.1,2
ULH,MED,266,1.33,1
ULH,RUH,875,2.09,1
URY,JED,1098,2.37,1
URY,RUH,1169,2.46,1
VAN,ADA,727,1.91,1
VAN,ESB,908,2.13,1
VAN,ISL,1271,2.59,1
VAN,SAW,1229,2.54,2
VAS,ADB,858,2.07,1
VAS,ISL,697,1.87,1
VAS,SAW,654,1.82,2
XBJ,MHD,373,1.47,1
XBJ,THR,793,1.99,1
XSB,AZI,191,1.24,1
XSB,DXB,301,1.38,1
YES,THR,555,1.69,1
YNB,CAI,935,2.17,3
YNB,DMM,1207,2.51,1
YNB,DXB,1751,3.19,1
YNB,ISL,2060,3.58,1
YNB,JED,296,1.37,1
YNB,RUH,878,2.1,1
YNB,SHJ,1766,3.21,1
ZAH,DXB,721,1.9,1
ZAH,GBT,1024,2.28,2
ZAH,KER,392,1.49,1
ZAH,MHD,761,1.95,3
ZAH,SYZ,805,2.01,1
ZAH,THR,1133,2.42,2
ZAH,ZBR,451,1.56,1
ZBR,BND,445,1.56,1
ZBR,MCT,296,1.37,1
ZBR,MHD,1202,2.5,1
ZBR,THR,1431,2.79,2
ZBR,ZAH,451,1.56,1
